file_path,actual_media_type,route_detected_type,route_selected,route_correct,pipeline_success,true_label,binary_label_id,binary_label_name,native_label_name,path_specific_subtype,confidence,error_stage
/content/drive/MyDrive/skripsi/dataset_video/real/003353_Real_003353.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.9971103668212891,
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000544_T2V_000544.mp4,video,video,video_path,True,True,1,1,Fake,Fake,T2V,0.9998077750205994,
/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000395_Faceswap_000395.mp4,video,video,video_path,True,True,1,1,Fake,Fake,Faceswap,0.9958580136299133,
/content/drive/MyDrive/skripsi/dataset_video/real/004502_Real_004502.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.9863631129264832,
/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000395_Extrapolation_000395.mp4,video,video,video_path,True,True,1,1,Fake,Fake,Extrapolation,0.9999966621398926,
/content/drive/MyDrive/skripsi/dataset_video/real/003145_Real_003145.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.999054491519928,
/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000156_Change_of_style_000156.mp4,video,video,video_path,True,True,1,1,Fake,Fake,Change_of_style,0.9999977350234985,
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000062_Outpainting_000062.mp4,video,video,video_path,True,True,1,1,Fake,Fake,Outpainting,0.9999023675918579,
/content/drive/MyDrive/skripsi/dataset_video/real/003488_Real_003488.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.9992037415504456,
/content/drive/MyDrive/skripsi/dataset_video/real/004528_Real_004528.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.9999158382415771,
/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000022_TI2V_000022.mp4,video,video,video_path,True,True,1,1,Fake,Fake,TI2V,0.9824904799461365,
/content/drive/MyDrive/skripsi/dataset_video/real/002539_Real_002539.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.996249258518219,
/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000226_TI2V_000226.mp4,video,video,video_path,True,True,1,1,Fake,Fake,TI2V,0.9999974966049194,
/content/drive/MyDrive/skripsi/dataset_video/real/004159_Real_004159.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.9932550191879272,
/content/drive/MyDrive/skripsi/dataset_video/fake/TI2V/000438_TI2V_000438.mp4,video,video,video_path,True,True,1,1,Fake,Fake,T2V,0.9999985694885254,
/content/drive/MyDrive/skripsi/dataset_video/real/002109_Real_002109.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.9999535083770752,
