file_path,actual_media_type,route_detected_type,route_selected,route_correct,pipeline_success,true_label,binary_label_id,binary_label_name,native_label_name,path_specific_subtype,confidence,error_stage
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000183_Interpolation_000183.mp4,video,video,video_path,True,True,1,1,Fake,Fake,Interpolation,0.533822774887085,
/content/drive/MyDrive/skripsi/dataset_video/real/003504_Real_003504.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.9822195768356323,
/content/drive/MyDrive/skripsi/dataset_image/real/002776_000412.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.5881059169769287,
/content/drive/MyDrive/skripsi/dataset_image/real/002638_000372.jpg,image,image,image_path,True,True,0,1,Fake,Tampered,,0.6733434200286865,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000446_000274.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.9217129945755005,
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000613_T2V_000613.mp4,video,video,video_path,True,True,1,1,Fake,Fake,T2V,0.9996911287307739,
/content/drive/MyDrive/skripsi/dataset_video/real/002535_Real_002535.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.9919847846031189,
/content/drive/MyDrive/skripsi/dataset_image/real/001985_002687.jpg,image,image,image_path,True,True,0,1,Fake,Tampered,,0.8892159461975098,
/content/drive/MyDrive/skripsi/dataset_video/real/002362_Real_002362.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.9937829375267029,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001875_000752.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9966601133346558,
/content/drive/MyDrive/skripsi/dataset_video/real/002452_Real_002452.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.9885804057121277,
/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000433_Change_of_style_000433.mp4,video,video,video_path,True,True,1,1,Fake,Fake,Change_of_style,0.9999872446060181,
/content/drive/MyDrive/skripsi/dataset_image/tampered/003159_001183.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.6260433793067932,
/content/drive/MyDrive/skripsi/dataset_video/real/000322_Real_000322.mp4,video,video,video_path,True,True,0,0,Real,Real,,0.9994252920150757,
