file_path,actual_media_type,route_detected_type,route_selected,route_correct,true_label,final_label_id,final_label_name,binary_label_id,binary_label_name,native_label_id,native_label_name,native_confidence,path_specific_subtype,path_specific_probabilities,confidence,prob_real,prob_fake,pipeline_success,final_correct,error_stage,path_specific_subtype_confidence
/content/drive/MyDrive/skripsi/dataset_video/real/003353_Real_003353.mp4,video,video,video_path,True,0,0,Real,0,Real,0,Real,0.9971103668212891,,,0.9971103668212891,0.9971103668212891,0.002889581024646759,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000544_T2V_000544.mp4,video,video,video_path,True,1,1,Fake,1,Fake,1,Fake,0.9998077750205994,T2V,"{'Change_of_style': 0.00012137163867009804, 'Extrapolation': 0.0002597187994979322, 'Faceswap': 6.778753203207089e-08, 'Inpainting': 1.137616663982044e-06, 'Interpolation': 5.631610520140384e-07, 'Outpainting': 3.165695943607716e-06, 'T2V': 0.9815655946731567, 'TI2V': 0.018048366531729698}",0.9998077750205994,0.00019222713308408856,0.9998077750205994,True,1.0,,0.9815655946731567
/content/drive/MyDrive/skripsi/dataset_video/fake/Faceswap/000395_Faceswap_000395.mp4,video,video,video_path,True,1,1,Fake,1,Fake,1,Fake,0.9958580136299133,Faceswap,"{'Change_of_style': 7.056494268908864e-06, 'Extrapolation': 0.00011410869774408638, 'Faceswap': 0.999765932559967, 'Inpainting': 2.5606891540519428e-06, 'Interpolation': 7.93501385487616e-05, 'Outpainting': 8.379794053325895e-06, 'T2V': 2.698946559576143e-07, 'TI2V': 2.2425494535127655e-05}",0.9958580136299133,0.004142016638070345,0.9958580136299133,True,1.0,,0.999765932559967
/content/drive/MyDrive/skripsi/dataset_video/real/004502_Real_004502.mp4,video,video,video_path,True,0,0,Real,0,Real,0,Real,0.9863631129264832,,,0.9863631129264832,0.9863631129264832,0.013636834919452667,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_video/fake/Extrapolation/000395_Extrapolation_000395.mp4,video,video,video_path,True,1,1,Fake,1,Fake,1,Fake,0.9999966621398926,Extrapolation,"{'Change_of_style': 5.8154679294375455e-08, 'Extrapolation': 0.9999967813491821, 'Faceswap': 3.695433126171821e-10, 'Inpainting': 2.299375800873804e-09, 'Interpolation': 4.572854539475202e-09, 'Outpainting': 3.6174256923260373e-09, 'T2V': 1.9371357211639406e-06, 'TI2V': 1.1635140708676772e-06}",0.9999966621398926,3.327515742057585e-06,0.9999966621398926,True,1.0,,0.9999967813491821
/content/drive/MyDrive/skripsi/dataset_video/real/003145_Real_003145.mp4,video,video,video_path,True,0,0,Real,0,Real,0,Real,0.999054491519928,,,0.999054491519928,0.999054491519928,0.0009454623213969171,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000156_Change_of_style_000156.mp4,video,video,video_path,True,1,1,Fake,1,Fake,1,Fake,0.9999977350234985,Change_of_style,"{'Change_of_style': 0.9997186064720154, 'Extrapolation': 6.166524599393597e-06, 'Faceswap': 4.1963724584093143e-07, 'Inpainting': 5.680868525814731e-06, 'Interpolation': 2.428674008569942e-07, 'Outpainting': 1.9218130546505563e-05, 'T2V': 4.917116166325286e-05, 'TI2V': 0.00020045317069161683}",0.9999977350234985,2.269170863655745e-06,0.9999977350234985,True,1.0,,0.9997186064720154
/content/drive/MyDrive/skripsi/dataset_video/fake/Outpainting/000062_Outpainting_000062.mp4,video,video,video_path,True,1,1,Fake,1,Fake,1,Fake,0.9999023675918579,Outpainting,"{'Change_of_style': 0.0005173365352675319, 'Extrapolation': 1.910338323796168e-05, 'Faceswap': 3.4519107430242e-06, 'Inpainting': 1.5258044641086599e-06, 'Interpolation': 0.0016448950627818704, 'Outpainting': 0.9976389408111572, 'T2V': 0.00015839624393265694, 'TI2V': 1.627628444111906e-05}",0.9999023675918579,9.7615658887662e-05,0.9999023675918579,True,1.0,,0.9976389408111572
/content/drive/MyDrive/skripsi/dataset_video/real/003488_Real_003488.mp4,video,video,video_path,True,0,0,Real,0,Real,0,Real,0.9992037415504456,,,0.9992037415504456,0.9992037415504456,0.0007962779491208494,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_video/real/004528_Real_004528.mp4,video,video,video_path,True,0,0,Real,0,Real,0,Real,0.9999158382415771,,,0.9999158382415771,0.9999158382415771,8.415109914494678e-05,True,1.0,,
