file_path,actual_media_type,route_detected_type,route_selected,route_correct,pipeline_success,true_label,binary_label_id,binary_label_name,native_label_name,path_specific_subtype,confidence,error_stage
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002482_001280.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9958606362342834,
/content/drive/MyDrive/skripsi/dataset_image/real/002042_003164.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9427381157875061,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002788_000753.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.9909703135490417,
/content/drive/MyDrive/skripsi/dataset_image/real/001586_002959.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.7476878762245178,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000826_001011.jpg,image,image,image_path,True,True,1,0,Real,Real,,0.9461517333984375,
/content/drive/MyDrive/skripsi/dataset_image/tampered/003018_000098.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.6927504539489746,
/content/drive/MyDrive/skripsi/dataset_image/real/000904_001725.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.976099967956543,
/content/drive/MyDrive/skripsi/dataset_image/real/001614_001718.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9585493803024292,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001871_002708.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.927932858467102,
/content/drive/MyDrive/skripsi/dataset_image/real/003047_002393.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.7821364998817444,
/content/drive/MyDrive/skripsi/dataset_image/real/001584_001567.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9000948071479797,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002795_001191.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9967090487480164,
/content/drive/MyDrive/skripsi/dataset_image/real/002584_001168.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9611011147499084,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000435_001061.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.9964170455932617,
/content/drive/MyDrive/skripsi/dataset_image/real/000513_002761.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9292676448822021,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001338_000891.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.9019715785980225,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000413_001397.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9980236291885376,
/content/drive/MyDrive/skripsi/dataset_image/real/001815_000453.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9845271110534668,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000791_001674.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9870688915252686,
/content/drive/MyDrive/skripsi/dataset_image/real/001120_002354.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9787013530731201,
/content/drive/MyDrive/skripsi/dataset_image/real/000496_000594.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.852401077747345,
/content/drive/MyDrive/skripsi/dataset_image/real/002499_003047.jpg,image,image,image_path,True,True,0,1,Fake,Tampered,,0.7015300393104553,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001022_001270.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9952540397644043,
/content/drive/MyDrive/skripsi/dataset_image/real/000793_001732.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.916520893573761,
/content/drive/MyDrive/skripsi/dataset_image/real/001319_001953.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9049246311187744,
/content/drive/MyDrive/skripsi/dataset_image/real/000955_000887.jpg,image,image,image_path,True,True,0,1,Fake,Full-Synthetic,,0.9598819613456726,
/content/drive/MyDrive/skripsi/dataset_image/real/002768_000977.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.8919522166252136,
/content/drive/MyDrive/skripsi/dataset_image/real/000470_002805.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.7393215298652649,
/content/drive/MyDrive/skripsi/dataset_image/real/002303_002204.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9664177894592285,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002319_003184.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.7565523982048035,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002108_000730.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9786110520362854,
/content/drive/MyDrive/skripsi/dataset_image/real/000437_002341.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.569138765335083,
/content/drive/MyDrive/skripsi/dataset_image/real/001942_002605.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.8056110739707947,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000268_001315.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.8622769117355347,
/content/drive/MyDrive/skripsi/dataset_image/real/003332_000860.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9548848271369934,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002575_000448.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9950118064880371,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002242_002551.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.7019252777099609,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002480_000624.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.9827755093574524,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000979_002609.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.7299857139587402,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000903_003179.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.7915347218513489,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002382_000558.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9990459084510803,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000918_001242.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.9480780959129333,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002476_000302.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9975894093513489,
/content/drive/MyDrive/skripsi/dataset_image/real/002372_000901.jpg,image,image,image_path,True,True,0,1,Fake,Tampered,,0.586514949798584,
/content/drive/MyDrive/skripsi/dataset_image/real/002530_002642.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9633885025978088,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000095_001898.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9913552403450012,
/content/drive/MyDrive/skripsi/dataset_image/real/000074_000387.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9809842109680176,
/content/drive/MyDrive/skripsi/dataset_image/real/001119_001330.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.5966405272483826,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001697_002856.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9993177652359009,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000697_000313.jpg,image,image,image_path,True,True,1,0,Real,Real,,0.6514516472816467,
/content/drive/MyDrive/skripsi/dataset_image/real/000703_000233.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9005880951881409,
/content/drive/MyDrive/skripsi/dataset_image/real/002962_002544.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9279380440711975,
/content/drive/MyDrive/skripsi/dataset_image/real/002884_000046.jpg,image,image,image_path,True,True,0,1,Fake,Tampered,,0.67013019323349,
/content/drive/MyDrive/skripsi/dataset_image/real/002310_001692.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.8668776154518127,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002510_000666.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9850321412086487,
/content/drive/MyDrive/skripsi/dataset_image/real/001187_000530.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9531326293945312,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002189_001920.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9960368871688843,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002032_003325.jpg,image,image,image_path,True,True,1,0,Real,Real,,0.9251208305358887,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002024_001109.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9959836602210999,
/content/drive/MyDrive/skripsi/dataset_image/real/002830_002388.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.5748875737190247,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001339_002149.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.8981376886367798,
/content/drive/MyDrive/skripsi/dataset_image/real/003056_001802.jpg,image,image,image_path,True,True,0,1,Fake,Real,,0.50230473279953,
/content/drive/MyDrive/skripsi/dataset_image/real/000549_001511.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.8790963292121887,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002089_002194.jpg,image,image,image_path,True,True,1,0,Real,Real,,0.7508708834648132,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/002977_001504.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9857351779937744,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000886_001132.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9994391798973083,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002237_002993.jpg,image,image,image_path,True,True,1,1,Fake,Real,,0.5375447273254395,
/content/drive/MyDrive/skripsi/dataset_image/real/001709_002031.jpg,image,image,image_path,True,True,0,1,Fake,Tampered,,0.7412222027778625,
/content/drive/MyDrive/skripsi/dataset_image/real/000183_001232.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9641278982162476,
/content/drive/MyDrive/skripsi/dataset_image/real/003238_000878.jpg,image,image,image_path,True,True,0,1,Fake,Tampered,,0.6862172484397888,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001114_000445.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.9950599074363708,
/content/drive/MyDrive/skripsi/dataset_image/real/001461_002304.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9636484384536743,
/content/drive/MyDrive/skripsi/dataset_image/real/002287_002493.jpg,image,image,image_path,True,True,0,1,Fake,Full-Synthetic,,0.6952157020568848,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000714_003022.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.8780648112297058,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001485_002342.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9912101030349731,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001478_001230.jpg,image,image,image_path,True,True,1,0,Real,Real,,0.9030172824859619,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001676_001453.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.9055979251861572,
/content/drive/MyDrive/skripsi/dataset_image/real/002029_001817.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.983125627040863,
/content/drive/MyDrive/skripsi/dataset_image/real/000684_002431.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9357627630233765,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001378_000968.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9945735931396484,
/content/drive/MyDrive/skripsi/dataset_image/real/001840_002196.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.6473023295402527,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001859_003213.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9981630444526672,
/content/drive/MyDrive/skripsi/dataset_image/real/001277_002641.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.8039326667785645,
/content/drive/MyDrive/skripsi/dataset_image/tampered/002277_002845.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.9902912378311157,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/000277_000063.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9961046576499939,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001593_000394.jpg,image,image,image_path,True,True,1,1,Fake,Full-Synthetic,,0.9915727376937866,
/content/drive/MyDrive/skripsi/dataset_image/real/000914_001295.jpg,image,image,image_path,True,True,0,1,Fake,Full-Synthetic,,0.6060850620269775,
/content/drive/MyDrive/skripsi/dataset_image/real/000137_002960.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.9833428859710693,
/content/drive/MyDrive/skripsi/dataset_image/real/001389_002653.jpg,image,image,image_path,True,True,0,0,Real,Real,,0.7308164834976196,
/content/drive/MyDrive/skripsi/dataset_image/real/001162_003316.jpg,image,image,image_path,True,True,0,1,Fake,Full-Synthetic,,0.5680713057518005,
/content/drive/MyDrive/skripsi/dataset_image/tampered/001749_001547.jpg,image,image,image_path,True,True,1,1,Fake,Tampered,,0.9522162675857544,
