file_path,actual_media_type,route_detected_type,route_selected,route_correct,true_label,final_label_id,final_label_name,binary_label_id,binary_label_name,native_label_id,native_label_name,native_confidence,path_specific_subtype,path_specific_probabilities,confidence,prob_real,prob_fake,pipeline_success,final_correct,error_stage,path_specific_subtype_confidence
/content/drive/MyDrive/skripsi/dataset_video/fake/Interpolation/000183_Interpolation_000183.mp4,video,video,video_path,True,1,1,Fake,1,Fake,1,Fake,0.533822774887085,Interpolation,"{'Change_of_style': 0.0049026962369680405, 'Extrapolation': 0.05623180791735649, 'Faceswap': 0.0037079842295497656, 'Inpainting': 0.011922855861485004, 'Interpolation': 0.8038355112075806, 'Outpainting': 0.10544027388095856, 'T2V': 0.00946867000311613, 'TI2V': 0.004490188788622618}",0.533822774887085,0.46617722511291504,0.533822774887085,True,1.0,,0.8038355112075806
/content/drive/MyDrive/skripsi/dataset_video/real/003504_Real_003504.mp4,video,video,video_path,True,0,0,Real,0,Real,0,Real,0.9822195768356323,,,0.9822195768356323,0.9822195768356323,0.01778038963675499,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_image/real/002776_000412.jpg,image,image,image_path,True,0,0,Real,0,Real,0,Real,0.5881059169769287,,"{'Real': 0.5881059169769287, 'Full-Synthetic': 0.026471147313714027, 'Tampered': 0.3854229748249054}",0.5881059169769287,0.5881059169769287,0.4118941221386194,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_image/real/002638_000372.jpg,image,image,image_path,True,0,1,Fake,1,Fake,2,Tampered,0.642346978187561,,"{'Real': 0.32665663957595825, 'Full-Synthetic': 0.03099643997848034, 'Tampered': 0.642346978187561}",0.6733434200286865,0.32665663957595825,0.6733434181660414,True,0.0,,
/content/drive/MyDrive/skripsi/dataset_image/tampered/000446_000274.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.8788944482803345,,"{'Real': 0.07828698307275772, 'Full-Synthetic': 0.0428185760974884, 'Tampered': 0.8788944482803345}",0.9217129945755005,0.07828698307275772,0.9217130243778229,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_video/fake/T2V/000613_T2V_000613.mp4,video,video,video_path,True,1,1,Fake,1,Fake,1,Fake,0.9996911287307739,T2V,"{'Change_of_style': 4.185924262856133e-05, 'Extrapolation': 0.002327386289834976, 'Faceswap': 3.442219451699202e-07, 'Inpainting': 1.0298198503733147e-05, 'Interpolation': 9.017403499456123e-06, 'Outpainting': 6.598258187295869e-05, 'T2V': 0.996931791305542, 'TI2V': 0.0006133176502771676}",0.9996911287307739,0.00030894720111973584,0.9996911287307739,True,1.0,,0.996931791305542
/content/drive/MyDrive/skripsi/dataset_video/real/002535_Real_002535.mp4,video,video,video_path,True,0,0,Real,0,Real,0,Real,0.9919847846031189,,,0.9919847846031189,0.9919847846031189,0.008015268482267857,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_image/real/001985_002687.jpg,image,image,image_path,True,0,1,Fake,1,Fake,2,Tampered,0.8802832365036011,,"{'Real': 0.11078405380249023, 'Full-Synthetic': 0.008932694792747498, 'Tampered': 0.8802832365036011}",0.8892159461975098,0.11078405380249023,0.8892159312963486,True,0.0,,
/content/drive/MyDrive/skripsi/dataset_video/real/002362_Real_002362.mp4,video,video,video_path,True,0,0,Real,0,Real,0,Real,0.9937829375267029,,,0.9937829375267029,0.9937829375267029,0.0062170778401196,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_image/full_synthetic/001875_000752.jpg,image,image,image_path,True,1,1,Fake,1,Fake,1,Full-Synthetic,0.9909613728523254,,"{'Real': 0.003339911112561822, 'Full-Synthetic': 0.9909613728523254, 'Tampered': 0.005698763765394688}",0.9966601133346558,0.003339911112561822,0.9966601366177201,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_video/real/002452_Real_002452.mp4,video,video,video_path,True,0,0,Real,0,Real,0,Real,0.9885804057121277,,,0.9885804057121277,0.9885804057121277,0.01141961570829153,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_video/fake/Change_of_style/000433_Change_of_style_000433.mp4,video,video,video_path,True,1,1,Fake,1,Fake,1,Fake,0.9999872446060181,Change_of_style,"{'Change_of_style': 0.9996107220649719, 'Extrapolation': 7.629843457834795e-05, 'Faceswap': 6.201166797836777e-07, 'Inpainting': 0.00023295919527299702, 'Interpolation': 5.712782922273618e-07, 'Outpainting': 2.4149454475264065e-05, 'T2V': 1.7360260244458914e-05, 'TI2V': 3.733042467501946e-05}",0.9999872446060181,1.2755551324517e-05,0.9999872446060181,True,1.0,,0.9996107220649719
/content/drive/MyDrive/skripsi/dataset_image/tampered/003159_001183.jpg,image,image,image_path,True,1,1,Fake,1,Fake,2,Tampered,0.6206701993942261,,"{'Real': 0.3739565908908844, 'Full-Synthetic': 0.005373166408389807, 'Tampered': 0.6206701993942261}",0.6260433793067932,0.3739565908908844,0.6260433658026159,True,1.0,,
/content/drive/MyDrive/skripsi/dataset_video/real/000322_Real_000322.mp4,video,video,video_path,True,0,0,Real,0,Real,0,Real,0.9994252920150757,,,0.9994252920150757,0.9994252920150757,0.0005747861578129232,True,1.0,,
